"MSOA11CD","total_cases"
"E02005310",917
"E02005311",475
"E02005312",556
"E02005313",699
"E02005314",531
"E02005315",584
"E02005316",523
"E02005317",576
"E02005318",641
"E02005319",589
"E02005320",449
"E02005321",339
"E02005322",550
"E02005323",439
"E02005324",352
"E02005325",526
"E02005326",526
"E02005327",311
"E02005328",432
"E02005329",534
"E02005330",428
"E02005331",548
"E02005332",494
"E02005334",534
"E02005335",464
"E02005336",583
"E02005337",717
"E02005338",792
"E02005339",565
"E02005340",577
"E02005341",573
"E02005342",419
"E02005343",466
"E02005344",544
"E02005345",303
"E02005346",941
"E02005347",1306
"E02005348",299
"E02005349",449
"E02005350",403
"E02005351",901
"E02005352",304
"E02005353",712
"E02005354",511
"E02005355",334
"E02005356",351
"E02005357",469
"E02005358",691
"E02005359",542
"E02005360",254
"E02005361",426
"E02005362",565
"E02005363",762
"E02005364",345
"E02005365",954
"E02005366",512
"E02005368",220
"E02005369",677
"E02005370",517
"E02005371",535
"E02005372",520
"E02005373",482
"E02005374",303
"E02005375",486
"E02005376",537
"E02005377",451
"E02005378",350
"E02005379",407
"E02005380",410
"E02005381",474
"E02005382",539
"E02005383",486
"E02005384",353
"E02005385",351
"E02005386",558
"E02005387",553
"E02005388",283
"E02005389",276
"E02005390",446
"E02005391",422
"E02005392",515
"E02005393",354
"E02005394",563
"E02005395",461
"E02005396",289
"E02005397",526
"E02005398",329
"E02005399",348
"E02005400",278
"E02005401",309
"E02005402",394
"E02005403",372
"E02005404",489
"E02005405",459
"E02005406",519
"E02005407",671
"E02005408",384
"E02005409",836
"E02005412",758
"E02005414",746
"E02005415",660
"E02005416",576
"E02005417",511
"E02005418",774
"E02005419",706
"E02005420",645
"E02005422",299
"E02005423",631
"E02005424",485
"E02005425",156
"E02005426",457
"E02005427",256
"E02005428",335
"E02005429",323
"E02005430",252
"E02005431",288
"E02005432",305
"E02005433",445
"E02005434",335
"E02005435",381
"E02005436",369
"E02005437",374
"E02005438",359
"E02005439",553
"E02005440",201
"E02005441",281
"E02005442",379
"E02005443",444
"E02005444",950
"E02005445",845
"E02005446",846
"E02005447",656
"E02005448",423
"E02005449",589
"E02005450",466
"E02005451",517
"E02005452",657
"E02005453",526
"E02005455",640
"E02005456",552
"E02005457",405
"E02005458",263
"E02005459",397
"E02005460",243
"E02005461",224
"E02005462",435
"E02005463",443
"E02005464",418
"E02005465",384
"E02005466",269
"E02005467",385
"E02005468",282
"E02005469",344
"E02005470",1038
"E02005471",629
"E02005472",556
"E02005473",698
"E02005474",291
"E02005475",328
"E02005476",312
"E02005477",428
"E02005478",752
"E02005479",744
"E02005480",526
"E02005481",925
"E02005482",480
"E02005483",308
"E02005484",298
"E02005485",369
"E02005486",438
"E02005487",343
"E02005488",341
"E02005489",283
"E02005490",415
"E02005491",385
"E02005492",417
"E02005493",547
"E02005494",290
"E02005495",553
"E02005496",285
"E02005497",437
"E02005498",352
"E02005499",394
"E02005500",408
"E02005501",378
"E02005502",509
"E02005503",280
"E02005504",359
"E02005505",525
"E02005506",374
"E02005507",603
"E02005508",271
"E02005509",406
"E02005510",250
"E02005511",561
"E02005512",757
"E02005513",520
"E02005514",226
"E02005515",223
"E02005516",162
"E02005517",204
"E02005518",490
"E02005519",317
"E02005520",391
"E02005521",273
"E02005522",182
"E02005523",395
"E02005524",223
"E02005525",555
"E02005526",277
"E02005527",395
"E02005528",283
"E02005529",306
"E02005530",340
"E02005531",247
"E02005532",408
"E02005533",394
"E02005534",257
"E02005535",314
"E02005536",261
"E02005537",213
"E02005538",382
"E02005539",272
"E02005540",453
"E02005541",319
"E02005542",475
"E02005543",631
"E02005544",406
"E02005545",378
"E02005546",420
"E02005547",464
"E02005548",497
"E02005549",285
"E02005550",380
"E02005551",219
"E02005552",175
"E02005553",377
"E02005554",210
"E02005555",404
"E02005556",630
"E02005557",447
"E02005558",291
"E02005559",507
"E02005560",809
"E02005561",646
"E02005562",265
"E02005563",380
"E02005564",344
"E02005565",328
"E02005566",378
"E02005567",517
"E02005568",216
"E02005569",236
"E02005570",104
"E02005571",187
"E02005572",274
"E02005573",83
"E02005574",187
"E02005575",128
"E02005576",187
"E02005577",110
"E02005578",143
"E02005579",426
"E02005580",315
"E02005581",274
"E02005582",155
"E02005583",203
"E02005584",652
"E02005585",595
"E02005586",518
"E02005587",703
"E02005588",735
"E02005589",684
"E02005590",580
"E02005592",349
"E02005593",549
"E02005594",422
"E02005595",360
"E02005596",493
"E02005597",824
"E02005598",478
"E02005599",277
"E02005600",199
"E02005601",264
"E02005602",415
"E02005603",597
"E02005604",184
"E02005605",420
"E02005606",161
"E02005607",394
"E02005608",257
"E02005609",211
"E02005610",253
"E02005611",383
"E02005612",630
"E02005613",823
"E02005614",924
"E02005615",778
"E02005616",471
"E02005617",866
"E02005619",203
"E02005620",381
"E02005621",441
"E02005622",441
"E02005623",607
"E02005624",548
"E02005625",451
"E02005626",336
"E02005627",331
"E02005628",346
"E02005629",222
"E02005630",351
"E02005631",435
"E02005632",294
"E02005633",541
"E02005634",553
"E02005635",489
"E02005636",646
"E02005637",590
"E02005638",572
"E02005639",190
"E02005640",696
"E02005641",387
"E02005642",458
"E02005643",492
"E02005644",635
"E02005645",989
"E02005646",314
"E02005647",420
"E02005648",486
"E02005649",843
"E02005650",443
"E02005651",474
"E02005652",413
"E02005653",708
"E02005654",590
"E02005655",419
"E02005656",532
"E02005657",392
"E02005658",522
"E02005659",447
"E02005660",537
"E02005661",544
"E02005662",488
"E02005663",383
"E02005664",508
"E02005665",658
"E02005666",764
"E02005667",546
"E02005668",433
"E02005669",500
"E02005670",750
"E02005671",630
"E02005672",711
"E02005673",655
"E02005674",881
"E02005675",405
"E02005676",462
"E02005677",700
"E02005678",1082
"E02005679",547
"E02005680",615
"E02005681",486
"E02005682",353
"E02005683",772
"E02005684",365
"E02005685",519
"E02005686",438
"E02005687",239
"E02005688",464
"E02005689",506
"E02005690",200
"E02005691",209
"E02005692",259
"E02005693",506
"E02005694",425
"E02005695",742
"E02005696",409
"E02005697",558
"E02005698",368
"E02005699",523
"E02005700",512
"E02005701",540
"E02005702",185
"E02005703",294
"E02005704",476
"E02005705",137
"E02005706",325
"E02005707",189
"E02005708",192
"E02005709",412
"E02005710",596
"E02005711",447
"E02005712",563
"E02005713",350
"E02005714",253
"E02005715",607
"E02005716",526
"E02005717",414
"E02005718",408
"E02005719",439
"E02005720",760
"E02005721",224
"E02005722",358
"E02005723",242
"E02005724",292
"E02005725",315
"E02005726",310
"E02005727",232
"E02005728",533
"E02005729",230
"E02005730",848
"E02005731",659
"E02005732",389
"E02005733",386
"E02005734",385
"E02005735",583
"E02005736",673
"E02005737",527
"E02005738",316
"E02005739",685
"E02005740",721
"E02005741",611
"E02005742",259
"E02005743",242
"E02005744",287
"E02005745",242
"E02005746",324
"E02005747",432
"E02005748",330
"E02005749",598
"E02005750",488
"E02005751",433
"E02005752",288
"E02005753",741
"E02005754",328
"E02005755",318
"E02005756",226
"E02005757",391
"E02005758",340
"E02005759",304
"E02005760",203
"E02005761",156
"E02005762",207
"E02005763",231
"E02005764",328
"E02005765",387
"E02005766",144
"E02005767",368
"E02005768",561
"E02005769",368
"E02005770",331
"E02005771",285
"E02005772",272
"E02005773",497
"E02005774",540
"E02005775",533
"E02005776",446
"E02005777",354
"E02005778",177
"E02005779",341
"E02005780",509
"E02005781",282
"E02005782",284
"E02005783",343
"E02005784",294
"E02005785",1229
"E02005786",150
"E02005787",246
"E02005788",152
"E02005789",262
"E02005790",167
"E02005791",199
"E02005794",348
"E02005795",528
"E02005796",309
"E02005797",358
"E02005798",357
"E02005799",449
"E02005800",338
"E02005801",256
"E02005802",446
"E02005803",472
"E02005804",413
"E02005805",377
"E02005806",365
"E02005807",267
"E02005808",493
"E02005809",285
"E02005810",425
"E02005811",555
"E02005812",634
"E02005813",760
"E02005814",386
"E02005815",450
"E02005816",418
"E02005817",357
"E02005818",535
"E02005819",400
"E02005820",416
"E02005821",487
"E02005822",804
"E02005823",750
"E02005824",717
"E02005825",663
"E02005826",482
"E02005827",706
"E02005828",557
"E02005829",519
"E02005830",343
"E02005831",790
"E02005832",683
"E02005833",528
"E02005834",687
"E02005835",849
"E02005836",440
"E02005837",697
"E02005838",511
"E02005839",367
"E02005840",733
"E02005842",523
"E02005843",507
"E02005844",523
"E02005846",533
"E02005847",533
"E02005848",419
"E02005849",423
"E02005850",513
"E02005851",383
"E02005852",533
"E02005853",507
"E02005856",339
"E02005857",381
"E02005858",682
"E02005859",573
"E02005860",639
"E02005861",278
"E02005862",442
"E02005863",412
"E02005864",448
"E02005865",439
"E02005866",546
"E02005868",580
"E02005869",484
"E02005870",486
"E02005871",483
"E02005872",320
"E02005873",696
"E02005874",459
"E02005875",629
"E02005876",664
"E02005877",529
"E02005878",786
"E02005879",424
"E02005880",452
"E02005881",470
"E02005882",531
"E02005883",700
"E02005884",398
"E02005885",611
"E02005886",876
"E02005887",839
"E02005888",653
"E02005889",868
"E02005890",432
"E02005891",441
"E02005892",910
"E02005893",873
"E02005894",853
"E02005895",305
"E02005896",285
"E02005897",509
"E02005898",897
"E02005899",746
"E02005900",317
"E02005901",466
"E02005902",440
"E02005903",513
"E02005904",465
"E02005905",504
"E02005906",682
"E02005907",424
"E02005908",422
"E02005909",405
"E02005910",643
"E02005911",465
"E02005912",612
"E02005913",455
"E02005914",605
"E02005915",201
"E02005916",550
"E02005917",299
"E02005918",249
"E02005919",345
"E02005920",374
"E02005921",274
"E02005922",568
"E02005923",434
"E02005924",988
"E02005925",741
"E02005926",557
"E02005927",361
"E02005928",580
"E02005929",249
"E02005930",325
"E02005931",611
"E02005932",305
"E02005933",449
"E02005934",465
"E02005935",432
"E02005936",637
"E02005937",274
"E02005938",266
"E02005939",275
"E02005940",189
"E02005941",208
"E02005942",213
"E02005943",360
"E02005944",637
"E02005945",773
"E02005946",398
"E02005947",519
"E02005948",222
"E02005949",699
"E02005950",784
"E02005951",189
"E02005952",1098
"E02005953",403
"E02005954",710
"E02005955",758
"E02005956",503
"E02005957",566
"E02005958",209
"E02005959",204
"E02005960",364
"E02005961",251
"E02005962",424
"E02005963",421
"E02005964",235
"E02005965",179
"E02005966",276
"E02005967",443
"E02005968",281
"E02005969",350
"E02005970",232
"E02005971",219
"E02005972",360
"E02005973",246
"E02005974",249
"E02005975",198
"E02005976",213
"E02005977",195
"E02005978",274
"E02005979",473
"E02005980",555
"E02005981",262
"E02005982",179
"E02005983",404
"E02005984",326
"E02005985",318
"E02005986",318
"E02005987",346
"E02005988",316
"E02005991",274
"E02005992",494
"E02005993",343
"E02005994",187
"E02005995",160
"E02005996",198
"E02005997",138
"E02005998",200
"E02005999",207
"E02006000",445
"E02006001",228
"E02006002",371
"E02006003",195
"E02006004",297
"E02006005",408
"E02006006",217
"E02006007",214
"E02006008",687
"E02006009",455
"E02006010",483
"E02006011",254
"E02006012",275
"E02006013",417
"E02006014",386
"E02006015",639
"E02006016",320
"E02006017",262
"E02006018",768
"E02006019",333
"E02006020",693
"E02006021",312
"E02006022",244
"E02006023",484
"E02006024",564
"E02006025",418
"E02006026",244
"E02006027",203
"E02006028",466
"E02006029",458
"E02006030",480
"E02006031",360
"E02006032",443
"E02006033",479
"E02006034",528
"E02006035",212
"E02006036",279
"E02006037",423
"E02006038",418
"E02006039",293
"E02006040",217
"E02006041",175
"E02006042",157
"E02006043",156
"E02006044",108
"E02006045",261
"E02006046",300
"E02006047",228
"E02006048",193
"E02006049",131
"E02006050",178
"E02006051",269
"E02006052",336
"E02006053",266
"E02006054",228
"E02006055",286
"E02006056",211
"E02006057",199
"E02006058",311
"E02006059",138
"E02006060",288
"E02006061",426
"E02006062",476
"E02006063",299
"E02006064",406
"E02006065",315
"E02006066",263
"E02006067",162
"E02006068",297
"E02006069",538
"E02006070",427
"E02006071",392
"E02006072",235
"E02006073",396
"E02006074",556
"E02006075",97
"E02006076",184
"E02006077",218
"E02006078",105
"E02006079",231
"E02006080",186
"E02006081",120
"E02006082",169
"E02006083",188
"E02006084",147
"E02006085",287
"E02006086",305
"E02006087",286
"E02006088",355
"E02006089",398
"E02006090",313
"E02006091",193
"E02006092",226
"E02006093",152
"E02006094",93
"E02006095",150
"E02006096",293
"E02006097",253
"E02006098",144
"E02006099",196
"E02006100",310
"E02006101",101
"E02006102",340
"E02006103",150
"E02006104",402
"E02006105",559
"E02006106",461
"E02006107",471
"E02006108",391
"E02006109",243
"E02006110",519
"E02006111",509
"E02006112",375
"E02006113",237
"E02006114",116
"E02006115",118
"E02006116",179
"E02006117",72
"E02006118",408
"E02006119",459
"E02006120",574
"E02006121",387
"E02006122",572
"E02006123",481
"E02006124",566
"E02006125",498
"E02006126",694
"E02006127",545
"E02006128",608
"E02006129",599
"E02006130",581
"E02006131",375
"E02006132",356
"E02006133",369
"E02006134",756
"E02006135",551
"E02006136",684
"E02006137",842
"E02006138",751
"E02006139",842
"E02006140",714
"E02006141",1128
"E02006142",398
"E02006143",739
"E02006144",664
"E02006145",380
"E02006146",562
"E02006147",549
"E02006148",435
"E02006149",636
"E02006150",602
"E02006151",605
"E02006152",489
"E02006153",526
"E02006154",601
"E02006155",386
"E02006156",580
"E02006157",520
"E02006158",460
"E02006159",457
"E02006160",522
"E02006161",463
"E02006162",577
"E02006163",573
"E02006164",530
"E02006165",566
"E02006166",537
"E02006167",741
"E02006168",704
"E02006169",490
"E02006170",207
"E02006171",579
"E02006172",524
"E02006173",353
"E02006174",583
"E02006175",545
"E02006176",349
"E02006177",744
"E02006178",581
"E02006179",1326
"E02006180",688
"E02006181",369
"E02006182",494
"E02006183",465
"E02006184",356
"E02006185",529
"E02006186",1046
"E02006187",481
"E02006188",398
"E02006189",408
"E02006190",663
"E02006191",381
"E02006192",518
"E02006193",450
"E02006194",570
"E02006195",470
"E02006196",666
"E02006197",671
"E02006198",722
"E02006199",593
"E02006200",478
"E02006201",529
"E02006202",448
"E02006203",444
"E02006204",353
"E02006205",367
"E02006206",490
"E02006207",326
"E02006208",457
"E02006209",630
"E02006210",154
"E02006211",341
"E02006212",487
"E02006213",355
"E02006214",294
"E02006215",556
"E02006216",377
"E02006217",693
"E02006218",593
"E02006219",599
"E02006220",492
"E02006221",407
"E02006222",447
"E02006223",532
"E02006224",530
"E02006225",393
"E02006226",640
"E02006227",195
"E02006228",169
"E02006229",219
"E02006230",564
"E02006231",381
"E02006232",195
"E02006233",474
"E02006234",381
"E02006235",386
"E02006236",453
"E02006237",234
"E02006238",297
"E02006239",130
"E02006240",261
"E02006241",283
"E02006242",426
"E02006243",396
"E02006245",373
"E02006246",281
"E02006247",510
"E02006248",426
"E02006249",375
"E02006250",612
"E02006251",547
"E02006252",534
"E02006253",343
"E02006254",604
"E02006255",363
"E02006256",674
"E02006257",385
"E02006258",572
"E02006259",342
"E02006260",562
"E02006261",289
"E02006262",179
"E02006263",173
"E02006264",257
"E02006265",228
"E02006266",211
"E02006267",217
"E02006268",190
"E02006269",224
"E02006270",451
"E02006271",360
"E02006272",280
"E02006273",168
"E02006274",263
"E02006275",260
"E02006276",295
"E02006277",302
"E02006278",282
"E02006279",332
"E02006280",257
"E02006281",362
"E02006282",150
"E02006283",266
"E02006284",252
"E02006285",286
"E02006286",412
"E02006287",174
"E02006288",210
"E02006289",239
"E02006290",165
"E02006291",232
"E02006292",164
"E02006293",509
"E02006294",265
"E02006295",316
"E02006296",457
"E02006297",290
"E02006298",307
"E02006299",363
"E02006300",269
"E02006301",244
"E02006302",222
"E02006303",368
"E02006304",292
"E02006305",406
"E02006306",273
"E02006307",188
"E02006308",303
"E02006309",295
"E02006310",286
"E02006311",319
"E02006312",239
"E02006313",299
"E02006314",281
"E02006315",131
"E02006316",181
"E02006317",314
"E02006318",333
"E02006319",480
"E02006320",381
"E02006321",321
"E02006322",278
"E02006323",368
"E02006324",471
"E02006325",423
"E02006326",380
"E02006327",327
"E02006328",494
"E02006329",383
"E02006330",526
"E02006331",299
"E02006332",444
"E02006333",423
"E02006334",426
"E02006335",523
"E02006336",536
"E02006337",614
"E02006338",413
"E02006339",725
"E02006341",670
"E02006342",538
"E02006343",448
"E02006344",406
"E02006345",377
"E02006346",376
"E02006347",415
"E02006348",447
"E02006349",460
"E02006350",456
"E02006351",317
"E02006352",338
"E02006353",363
"E02006354",353
"E02006355",559
"E02006356",611
"E02006357",424
"E02006358",466
"E02006359",217
"E02006360",308
"E02006361",200
"E02006362",325
"E02006363",323
"E02006364",491
"E02006365",335
"E02006366",365
"E02006367",190
"E02006368",220
"E02006369",291
"E02006370",276
"E02006371",383
"E02006372",269
"E02006373",325
"E02006374",383
"E02006375",527
"E02006376",716
"E02006377",336
"E02006378",530
"E02006379",426
"E02006380",360
"E02006381",488
"E02006382",386
"E02006383",564
"E02006384",682
"E02006385",687
"E02006386",310
"E02006387",336
"E02006388",615
"E02006389",385
"E02006390",623
"E02006391",433
"E02006392",628
"E02006393",352
"E02006394",624
"E02006395",579
"E02006396",401
"E02006397",348
"E02006398",531
"E02006399",820
"E02006400",448
"E02006401",761
"E02006402",518
"E02006403",588
"E02006404",669
"E02006405",865
"E02006406",534
"E02006407",655
"E02006408",582
"E02006409",475
"E02006410",672
"E02006411",381
"E02006412",457
"E02006413",529
"E02006414",472
"E02006415",419
"E02006416",354
"E02006417",368
"E02006418",301
"E02006419",543
"E02006420",448
"E02006421",564
"E02006422",297
"E02006423",911
"E02006424",343
"E02006425",487
"E02006426",282
"E02006427",415
"E02006429",555
"E02006430",790
"E02006431",667
"E02006432",365
"E02006433",418
"E02006434",293
"E02006435",337
"E02006436",417
"E02006437",492
"E02006438",563
"E02006439",358
"E02006440",381
"E02006441",448
"E02006442",247
"E02006443",272
"E02006444",262
"E02006445",288
"E02006446",299
"E02006447",288
"E02006448",188
"E02006449",270
"E02006450",275
"E02006451",603
"E02006453",344
"E02006454",237
"E02006455",411
"E02006456",558
"E02006457",470
"E02006458",433
"E02006459",1259
"E02006460",705
"E02006461",380
"E02006462",521
"E02006463",559
"E02006464",398
"E02006465",299
"E02006466",740
"E02006467",390
"E02006468",757
"E02006469",560
"E02006470",773
"E02006471",463
"E02006472",560
"E02006473",847
"E02006474",363
"E02006475",483
"E02006476",525
"E02006477",467
"E02006478",464
"E02006479",680
"E02006480",478
"E02006481",413
"E02006482",472
"E02006483",529
"E02006484",487
"E02006485",285
"E02006486",517
"E02006487",482
"E02006488",331
"E02006489",698
"E02006490",507
"E02006492",871
"E02006493",659
"E02006494",520
"E02006495",418
"E02006496",426
"E02006497",500
"E02006498",814
"E02006499",348
"E02006500",295
"E02006501",537
"E02006502",623
"E02006503",434
"E02006504",326
"E02006505",303
"E02006506",369
"E02006507",399
"E02006508",364
"E02006509",224
"E02006510",274
"E02006511",319
"E02006512",557
"E02006513",266
"E02006514",303
"E02006515",362
"E02006516",307
"E02006517",321
"E02006518",279
"E02006519",314
"E02006520",339
"E02006521",214
"E02006522",227
"E02006523",473
"E02006524",254
"E02006525",754
"E02006526",378
"E02006527",426
"E02006528",731
"E02006529",582
"E02006530",537
"E02006531",774
"E02006532",409
"E02006533",593
"E02006534",450
"E02006535",313
"E02006536",249
"E02006537",516
"E02006538",341
"E02006539",280
"E02006540",234
"E02006541",380
"E02006542",167
"E02006543",213
"E02006544",606
"E02006545",724
"E02006546",564
"E02006547",374
"E02006548",487
"E02006549",204
"E02006550",434
"E02006551",312
"E02006552",437
"E02006553",550
"E02006554",278
"E02006555",425
"E02006556",559
"E02006557",393
"E02006558",682
"E02006559",312
"E02006560",349
"E02006561",211
"E02006562",166
"E02006563",126
"E02006564",299
"E02006565",254
"E02006566",275
"E02006567",319
"E02006568",529
"E02006569",529
"E02006570",367
"E02006571",342
"E02006572",457
"E02006573",453
"E02006574",399
"E02006575",721
"E02006576",624
"E02006577",577
"E02006578",907
"E02006579",572
"E02006580",560
"E02006581",721
"E02006582",385
"E02006583",512
"E02006584",518
"E02006585",547
"E02006586",652
"E02006587",574
"E02006588",493
"E02006589",423
"E02006590",324
"E02006591",415
"E02006592",298
"E02006593",568
"E02006594",488
"E02006595",244
"E02006596",342
"E02006597",375
"E02006598",174
"E02006599",119
"E02006600",226
"E02006601",338
"E02006602",263
"E02006603",331
"E02006604",838
"E02006605",306
"E02006606",464
"E02006607",441
"E02006608",282
"E02006609",207
"E02006610",380
"E02006611",364
"E02006612",641
"E02006613",289
"E02006614",440
"E02006615",287
"E02006616",485
"E02006617",322
"E02006618",255
"E02006619",274
"E02006620",287
"E02006621",234
"E02006622",285
"E02006623",390
"E02006624",324
"E02006625",360
"E02006626",551
"E02006627",423
"E02006628",472
"E02006629",335
"E02006630",545
"E02006631",598
"E02006632",301
"E02006633",307
"E02006634",163
"E02006635",223
"E02006636",119
"E02006637",332
"E02006638",137
"E02006639",272
"E02006640",176
"E02006641",223
"E02006642",165
"E02006643",774
"E02006644",163
"E02006645",166
"E02006646",332
"E02006647",144
"E02006648",122
"E02006649",283
"E02006650",492
"E02006651",185
"E02006652",263
"E02006653",277
"E02006654",289
"E02006655",275
"E02006656",183
"E02006657",342
"E02006658",190
"E02006659",192
"E02006660",367
"E02006661",538
"E02006662",236
"E02006663",631
"E02006664",200
"E02006665",155
"E02006666",292
"E02006667",340
"E02006668",257
"E02006669",271
"E02006670",424
"E02006671",338
"E02006672",429
"E02006673",188
"E02006674",300
"E02006675",213
"E02006676",158
"E02006677",296
"E02006678",231
"E02006679",321
"E02006680",248
"E02006681",115
"E02006682",166
"E02006683",193
"E02006684",336
"E02006685",383
"E02006686",168
"E02006687",209
"E02006688",127
"E02006689",167
"E02006690",154
"E02006691",457
"E02006692",267
"E02006693",222
"E02006694",232
"E02006695",112
"E02006696",396
"E02006697",389
"E02006698",412
"E02006699",375
"E02006700",441
"E02006701",465
"E02006702",385
"E02006703",479
"E02006704",447
"E02006705",446
"E02006706",454
"E02006707",328
"E02006708",464
"E02006709",606
"E02006710",247
"E02006711",284
"E02006712",327
"E02006713",277
"E02006714",214
"E02006715",276
"E02006716",165
"E02006717",236
"E02006718",159
"E02006719",192
"E02006720",256
"E02006721",418
"E02006722",373
"E02006723",635
"E02006724",598
"E02006725",366
"E02006726",582
"E02006727",452
"E02006728",537
"E02006729",558
"E02006730",497
"E02006731",368
"E02006732",435
"E02006733",306
"E02006734",524
"E02006735",322
"E02006736",359
"E02006737",446
"E02006738",541
"E02006739",292
"E02006740",433
"E02006741",411
"E02006742",516
"E02006743",483
"E02006744",457
"E02006745",450
"E02006746",434
"E02006747",290
"E02006748",435
"E02006749",247
"E02006750",243
"E02006751",252
"E02006752",269
"E02006753",431
"E02006754",232
"E02006755",245
"E02006756",347
"E02006757",292
"E02006758",445
"E02006759",334
"E02006760",341
"E02006761",443
"E02006762",352
"E02006763",486
"E02006764",366
"E02006765",208
"E02006766",175
"E02006767",523
"E02006768",348
"E02006769",397
"E02006770",492
"E02006771",337
"E02006772",376
"E02006773",546
"E02006774",366
"E02006775",362
"E02006776",288
"E02006777",283
"E02006778",456
"E02006779",404
"E02006780",251
"E02006782",612
"E02006783",654
"E02006784",646
"E02006785",573
"E02006786",565
"E02006787",560
"E02006788",594
"E02006789",474
"E02006790",503
"E02006791",463
"E02006792",474
"E02006793",915
"E02006794",730
"E02006795",612
"E02006796",726
"E02006798",673
"E02006799",1242
"E02006800",1821
"E02006801",518
"E02006802",645
"E02006803",632
"E02006804",485
"E02006805",758
"E02006806",531
"E02006807",678
"E02006808",428
"E02006809",1311
"E02006810",967
"E02006811",975
"E02006812",556
"E02006813",612
"E02006814",629
"E02006815",1243
"E02006816",692
"E02006817",700
"E02006818",659
"E02006819",745
"E02006820",735
"E02006821",370
"E02006822",566
"E02006823",360
"E02006824",390
"E02006825",189
"E02006826",401
"E02006827",554
"E02006828",509
"E02006829",384
"E02006830",334
"E02006831",272
"E02006832",414
"E02006833",850
"E02006834",575
"E02006835",485
"E02006836",552
"E02006837",715
"E02006838",176
"E02006839",419
"E02006840",302
"E02006841",703
"E02006842",442
"E02006843",606
"E02006844",743
"E02006845",537
"E02006846",525
"E02006847",363
"E02006848",373
"E02006849",374
"E02006850",858
"E02006851",849
"E02006852",876
"E02006853",904
"E02006854",514
"E02006855",466
"E02006856",587
"E02006857",513
"E02006858",334
"E02006859",743
"E02006860",2140
"E02006861",2101
"E02006862",406
"E02006863",852
"E02006864",614
"E02006865",705
"E02006866",484
"E02006867",378
"E02006868",933
"E02006869",986
"E02006870",685
"E02006871",844
"E02006872",639
"E02006873",386
"E02006874",394
"E02006875",1015
"E02006876",723
"E02006877",684
"E02006878",932
"E02006879",395
"E02006880",525
"E02006881",1068
"E02006882",1272
"E02006883",438
"E02006884",986
"E02006885",551
"E02006886",385
"E02006887",656
"E02006888",541
"E02006889",670
"E02006890",637
"E02006891",306
"E02006892",267
"E02006893",624
"E02006894",1552
"E02006895",762
"E02006896",389
"E02006897",610
"E02006898",607
"E02006899",414
"E02006900",1727
"E02006901",1740
"E02006902",664
"E02006903",951
"E02006904",854
"E02006905",550
"E02006906",906
"E02006907",339
"E02006908",223
"E02006909",1176
"E02006910",1020
"E02006911",1570
"E02006912",922
"E02006913",828
"E02006914",965
"E02006915",1206
"E02006916",571
"E02006917",488
"E02006918",598
"E02006919",692
"E02006920",589
"E02006921",610
"E02006922",979
"E02006924",1755
"E02006925",1627
"E02006926",782
"E02006927",909
"E02006928",713
"E02006929",1133
"E02006930",574
"E02006931",540
"E02006932",1596
"E02006933",780
"E02006934",722
