"MSOA11CD","total_cases"
"E02001768",561
"E02001769",500
"E02001770",451
"E02001771",466
"E02001772",425
"E02001773",374
"E02001774",386
"E02001775",443
"E02001776",693
"E02001777",545
"E02001778",499
"E02001779",403
"E02001780",482
"E02001781",433
"E02001782",812
"E02001783",531
"E02001784",460
"E02001785",529
"E02001786",559
"E02001787",443
"E02001788",385
"E02001789",368
"E02001790",412
"E02001791",409
"E02001792",632
"E02001793",669
"E02001794",769
"E02001795",642
"E02001796",562
"E02001797",481
"E02001798",730
"E02001799",649
"E02001800",486
"E02001801",568
"E02001802",659
"E02001803",638
"E02001804",621
"E02001805",513
"E02001806",600
"E02001807",593
"E02001808",451
"E02001809",376
"E02001810",495
"E02001811",744
"E02001812",740
"E02001813",843
"E02001814",467
"E02001815",715
"E02001816",624
"E02001817",545
"E02001818",793
"E02001819",468
"E02001820",703
"E02001821",501
"E02001822",641
"E02001823",725
"E02001824",636
"E02001825",723
"E02001826",617
"E02001827",368
"E02001828",373
"E02001829",489
"E02001830",600
"E02001831",821
"E02001832",480
"E02001833",436
"E02001834",490
"E02001835",548
"E02001836",662
"E02001837",832
"E02001838",511
"E02001839",540
"E02001840",869
"E02001841",369
"E02001842",708
"E02001843",493
"E02001844",800
"E02001845",566
"E02001846",647
"E02001847",360
"E02001848",734
"E02001849",539
"E02001850",878
"E02001851",742
"E02001852",579
"E02001854",767
"E02001855",918
"E02001856",821
"E02001857",1196
"E02001858",931
"E02001859",1230
"E02001860",856
"E02001861",1264
"E02001862",1076
"E02001863",925
"E02001864",394
"E02001865",1251
"E02001866",1034
"E02001867",883
"E02001868",1240
"E02001869",477
"E02001870",1535
"E02001871",826
"E02001872",761
"E02001873",1166
"E02001874",1022
"E02001875",840
"E02001876",1414
"E02001877",1384
"E02001878",996
"E02001879",1452
"E02001880",956
"E02001881",1192
"E02001882",976
"E02001883",715
"E02001884",1149
"E02001886",1106
"E02001888",681
"E02001889",884
"E02001890",842
"E02001892",1154
"E02001893",924
"E02001895",757
"E02001896",1031
"E02001897",823
"E02001898",532
"E02001899",667
"E02001900",469
"E02001901",504
"E02001902",559
"E02001903",1020
"E02001904",688
"E02001905",1207
"E02001906",769
"E02001907",853
"E02001908",1013
"E02001909",977
"E02001910",659
"E02001911",658
"E02001913",587
"E02001914",688
"E02001915",1091
"E02001916",981
"E02001918",671
"E02001919",733
"E02001920",563
"E02001921",603
"E02001922",1772
"E02001923",1197
"E02001924",702
"E02001925",399
"E02001926",552
"E02001927",700
"E02001928",503
"E02001929",974
"E02001930",493
"E02001931",835
"E02001932",513
"E02001933",560
"E02001934",745
"E02001935",507
"E02001936",474
"E02001937",693
"E02001938",519
"E02001939",402
"E02001941",496
"E02001942",432
"E02001943",487
"E02001944",605
"E02001945",581
"E02001946",531
"E02001947",443
"E02001948",562
"E02001949",461
"E02001950",668
"E02001951",652
"E02001952",608
"E02001953",529
"E02001954",572
"E02001955",657
"E02001956",506
"E02001957",633
"E02001958",647
"E02001959",545
"E02001961",561
"E02001962",670
"E02001963",458
"E02001964",806
"E02001965",596
"E02001966",594
"E02001967",406
"E02001968",652
"E02001969",549
"E02001970",350
"E02001971",361
"E02001972",992
"E02001973",637
"E02001974",573
"E02001975",569
"E02001976",530
"E02001977",698
"E02001978",543
"E02001979",302
"E02001980",254
"E02001981",831
"E02001982",497
"E02001983",446
"E02001984",762
"E02001985",554
"E02001986",458
"E02001987",281
"E02001988",572
"E02001989",349
"E02001990",646
"E02001991",397
"E02001992",823
"E02001993",502
"E02001994",450
"E02001995",720
"E02001996",527
"E02001997",451
"E02001998",348
"E02001999",735
"E02002000",736
"E02002001",530
"E02002002",613
"E02002003",851
"E02002004",764
"E02002005",984
"E02002006",549
"E02002007",820
"E02002008",842
"E02002009",661
"E02002010",836
"E02002011",440
"E02002012",790
"E02002013",519
"E02002014",847
"E02002015",526
"E02002016",708
"E02002017",770
"E02002018",683
"E02002019",684
"E02002020",750
"E02002021",678
"E02002022",768
"E02002023",375
"E02002024",762
"E02002025",740
"E02002026",532
"E02002027",342
"E02002028",354
"E02002029",483
"E02002030",563
"E02002031",502
"E02002032",777
"E02002033",505
"E02002034",569
"E02002035",468
"E02002036",511
"E02002037",359
"E02002038",667
"E02002039",456
"E02002040",358
"E02002041",477
"E02002042",504
"E02002043",890
"E02002044",851
"E02002045",759
"E02002046",527
"E02002047",752
"E02002048",679
"E02002049",631
"E02002051",660
"E02002052",1227
"E02002053",595
"E02002054",528
"E02002055",1148
"E02002056",1037
"E02002057",1086
"E02002058",1492
"E02002059",1355
"E02002060",859
"E02002061",815
"E02002062",1003
"E02002063",1064
"E02002064",1319
"E02002065",1837
"E02002066",815
"E02002067",588
"E02002068",1721
"E02002069",688
"E02002070",1177
"E02002071",501
"E02002072",871
"E02002073",856
"E02002074",872
"E02002075",735
"E02002076",886
"E02002077",850
"E02002078",532
"E02002079",819
"E02002080",522
"E02002081",410
"E02002082",530
"E02002083",550
"E02002084",611
"E02002085",584
"E02002086",507
"E02002087",526
"E02002088",789
"E02002089",775
"E02002090",446
"E02002091",535
"E02002092",503
"E02002093",437
"E02002094",399
"E02002095",563
"E02002096",667
"E02002097",349
"E02002098",612
"E02002099",335
"E02002101",386
"E02002102",622
"E02002103",363
"E02002104",300
"E02002105",286
"E02002106",483
"E02002107",281
"E02002108",441
"E02002109",731
"E02002110",617
"E02002111",531
"E02002112",403
"E02002113",574
"E02002114",479
"E02002115",547
"E02002116",605
"E02002117",491
"E02002118",670
"E02002119",514
"E02002120",577
"E02002121",707
"E02002122",726
"E02002123",646
"E02002124",504
"E02002125",524
"E02002126",551
"E02002127",884
"E02002128",551
"E02002129",526
"E02002130",639
"E02002131",537
"E02002132",669
"E02002133",564
"E02002134",880
"E02002135",728
"E02002136",802
"E02002137",477
"E02002138",560
"E02002139",1107
"E02002140",864
"E02002141",499
"E02002142",685
"E02002143",1093
"E02002144",750
"E02002145",683
"E02002146",709
"E02002147",830
"E02002148",939
"E02002149",889
"E02002150",515
"E02002151",461
"E02002152",640
"E02002153",781
"E02002154",697
"E02002155",658
"E02002156",856
"E02002157",629
"E02002158",700
"E02002159",531
"E02002160",838
"E02002161",649
"E02002162",660
"E02002163",1083
"E02002164",590
"E02002165",724
"E02002166",843
"E02002167",539
"E02002168",1074
"E02002169",756
"E02002170",624
"E02002171",690
"E02002174",721
"E02002175",746
"E02002176",605
"E02002177",1128
"E02002178",898
"E02002179",558
"E02002180",583
"E02002181",801
"E02002182",707
"E02002183",180
"E02002184",577
"E02002185",170
"E02002186",783
"E02002187",263
"E02002188",548
"E02002189",788
"E02002190",1285
"E02002191",825
"E02002192",528
"E02002193",453
"E02002194",578
"E02002195",413
"E02002196",403
"E02002197",501
"E02002198",491
"E02002199",487
"E02002200",579
"E02002201",961
"E02002202",522
"E02002203",537
"E02002204",774
"E02002205",520
"E02002206",710
"E02002207",936
"E02002208",675
"E02002209",492
"E02002210",808
"E02002211",1112
"E02002212",1221
"E02002213",474
"E02002214",714
"E02002215",1594
"E02002216",1291
"E02002217",1192
"E02002218",981
"E02002219",1121
"E02002220",1252
"E02002221",1839
"E02002222",999
"E02002223",1002
"E02002224",1315
"E02002225",718
"E02002226",1876
"E02002227",568
"E02002228",739
"E02002229",687
"E02002230",954
"E02002231",1316
"E02002232",777
"E02002233",1198
"E02002234",519
"E02002235",745
"E02002236",651
"E02002237",883
"E02002238",671
"E02002239",1073
"E02002240",971
"E02002241",1236
"E02002242",772
"E02002243",657
"E02002244",427
"E02002245",307
"E02002246",704
"E02002247",333
"E02002248",508
"E02002249",375
"E02002250",405
"E02002251",630
"E02002252",415
"E02002253",916
"E02002254",451
"E02002255",1044
"E02002256",578
"E02002257",757
"E02002258",646
"E02002259",576
"E02002260",507
"E02002261",574
"E02002262",548
"E02002263",307
"E02002264",461
"E02002265",272
"E02002266",380
"E02002267",521
"E02002268",661
"E02002269",603
"E02002270",413
"E02002271",560
"E02002272",722
"E02002273",490
"E02002274",452
"E02002275",706
"E02002276",687
"E02002277",719
"E02002278",456
"E02002279",410
"E02002280",764
"E02002281",1158
"E02002282",878
"E02002283",881
"E02002284",520
"E02002285",643
"E02002286",655
"E02002287",816
"E02002288",1010
"E02002289",918
"E02002290",382
"E02002291",444
"E02002292",414
"E02002293",1063
"E02002294",1496
"E02002295",513
"E02002296",459
"E02002297",501
"E02002298",480
"E02002299",524
"E02002300",651
"E02002301",708
"E02002302",361
"E02002303",519
"E02002304",458
"E02002305",323
"E02002306",384
"E02002307",385
"E02002308",485
"E02002309",558
"E02002310",356
"E02002311",396
"E02002312",559
"E02002313",889
"E02002314",378
"E02002315",436
"E02002316",381
"E02002317",559
"E02002318",449
"E02002319",397
"E02002320",366
"E02002321",404
"E02002322",344
"E02002323",358
"E02002324",353
"E02002325",539
"E02002326",301
"E02002327",658
"E02002328",317
"E02002329",518
"E02002330",285
"E02002331",718
"E02002332",298
"E02002333",321
"E02002334",274
"E02002335",384
"E02002336",279
"E02002337",384
"E02002338",413
"E02002339",289
"E02002340",297
"E02002341",465
"E02002342",313
"E02002343",298
"E02002344",520
"E02002345",330
"E02002346",327
"E02002347",461
"E02002348",454
"E02002349",377
"E02002350",361
"E02002351",337
"E02002352",559
"E02002353",357
"E02002354",581
"E02002356",412
"E02002357",366
"E02002358",706
"E02002359",319
"E02002360",418
"E02002361",451
"E02002362",590
"E02002363",481
"E02002364",509
"E02002366",858
"E02002367",472
"E02002368",608
"E02002369",621
"E02002370",612
"E02002371",983
"E02002373",999
"E02002374",492
"E02002375",409
"E02002376",841
"E02002377",747
"E02002379",450
"E02002380",380
"E02002381",465
"E02002382",591
"E02002383",1424
"E02002384",1208
"E02002385",711
"E02002386",691
"E02002387",404
"E02002388",575
"E02002389",615
"E02002390",564
"E02002391",631
"E02002392",1257
"E02002393",699
"E02002394",526
"E02002395",764
"E02002396",756
"E02002397",638
"E02002398",549
"E02002399",570
"E02002400",750
"E02002401",569
"E02002402",419
"E02002403",631
"E02002404",862
"E02002405",730
"E02002406",432
"E02002407",463
"E02002408",568
"E02002409",410
"E02002410",545
"E02002411",703
"E02002412",530
"E02002414",553
"E02002415",674
"E02002416",506
"E02002417",433
"E02002418",436
"E02002419",597
"E02002420",722
"E02002421",549
"E02002422",492
"E02002423",426
"E02002424",588
"E02002425",532
"E02002426",473
"E02002427",465
"E02002428",599
"E02002429",663
"E02002430",622
"E02002431",634
"E02002432",540
"E02002433",448
"E02002434",776
"E02002435",599
"E02002436",448
"E02002437",526
"E02002438",532
"E02002439",629
"E02002440",473
"E02002441",686
"E02002442",471
"E02002443",469
"E02002444",426
"E02002445",588
"E02002446",362
"E02002447",483
"E02002448",570
"E02002449",871
"E02002450",537
"E02002451",606
"E02002452",637
"E02002453",737
"E02002454",797
"E02002455",454
"E02002456",626
"E02002457",596
"E02002458",729
"E02002459",721
"E02002460",458
"E02002461",888
"E02002462",443
"E02002463",718
"E02002464",571
"E02002465",430
"E02002466",613
"E02002467",678
"E02002468",395
"E02002469",411
"E02002470",311
"E02002471",682
"E02002472",397
"E02002473",412
"E02002474",457
"E02002475",374
"E02002476",536
"E02002477",464
"E02002478",486
"E02002479",790
"E02002480",442
"E02002481",589
"E02002482",515
"E02002483",1037
"E02002484",1091
"E02002485",762
"E02002487",372
"E02002488",609
"E02002489",574
"E02002490",488
"E02002491",615
"E02002492",729
"E02002493",650
"E02002494",785
"E02002496",1041
"E02002497",436
"E02002498",747
"E02002499",731
"E02002500",497
"E02002501",592
"E02002502",843
"E02002503",538
"E02002504",869
"E02002505",565
"E02002506",578
"E02002507",567
"E02002508",425
"E02002509",562
"E02002510",493
"E02002512",418
"E02002513",853
"E02002514",724
"E02002515",408
"E02002516",387
"E02002517",336
"E02002518",694
"E02002519",525
"E02002520",747
"E02002521",374
"E02002523",416
"E02002524",316
"E02002525",705
"E02002526",403
"E02002527",275
"E02002529",505
"E02002530",339
"E02002532",465
"E02002533",390
"E02002534",338
"E02002535",711
"E02002536",797
"E02002537",683
"E02002538",501
"E02002539",716
"E02002540",429
"E02002541",435
"E02002542",768
"E02002543",909
"E02002544",943
"E02002545",373
"E02002546",653
"E02002547",408
"E02002548",1297
"E02002549",531
"E02002550",435
"E02002551",575
"E02002552",660
"E02002553",497
"E02002554",429
"E02002555",598
"E02002556",505
"E02002557",1370
"E02002558",587
"E02002559",630
"E02002560",445
"E02002561",391
"E02002562",334
"E02002563",432
"E02002564",622
"E02002565",325
"E02002566",422
"E02002567",668
"E02002568",394
"E02002569",520
"E02002570",709
"E02002571",481
"E02002572",446
"E02002573",590
"E02002574",858
"E02002575",990
"E02002576",863
"E02002577",702
"E02002578",865
"E02002579",819
"E02002580",723
"E02002581",743
"E02002582",662
"E02002583",613
"E02002584",724
"E02002585",845
"E02002586",817
"E02002587",552
"E02002588",666
"E02002589",476
"E02002590",745
"E02002591",524
"E02002592",647
"E02002593",285
"E02002594",327
"E02002595",718
"E02002596",625
"E02002597",898
"E02002598",1063
"E02002599",1019
"E02002600",890
"E02002601",811
"E02002602",769
"E02002603",551
"E02002604",677
"E02002605",852
"E02002606",940
"E02002607",1031
"E02002608",737
"E02002609",834
"E02002610",799
"E02002611",515
"E02002612",577
"E02002613",579
"E02002614",331
"E02002615",1371
"E02002616",1361
"E02002617",1615
"E02002618",1384
"E02002619",1238
"E02002620",1229
"E02002621",1241
"E02002622",1165
"E02002623",1012
"E02002624",875
"E02002625",1145
"E02002626",768
"E02002627",863
"E02002628",794
"E02002629",497
"E02002630",618
"E02002631",804
"E02002632",381
"E02002633",435
"E02002634",490
"E02002635",470
"E02002636",529
"E02002637",362
"E02002638",393
"E02002639",311
"E02002640",392
"E02002641",680
"E02002642",592
"E02002643",485
"E02002644",605
"E02002645",330
"E02002646",447
"E02002647",486
"E02002648",388
"E02002649",599
"E02002650",512
"E02002651",509
"E02002652",1209
"E02002653",549
"E02002654",581
"E02002655",744
"E02002656",336
"E02002657",584
"E02002658",519
"E02002659",816
"E02002660",520
"E02002661",707
"E02002662",582
"E02002663",476
"E02002664",566
"E02002665",647
"E02002666",448
"E02002667",450
"E02002668",502
"E02002669",393
"E02002670",579
"E02002671",1040
"E02002672",510
"E02002673",613
"E02002674",479
"E02002675",548
"E02002676",500
"E02002677",610
"E02002678",660
"E02002679",566
"E02002680",769
"E02002681",637
"E02002682",833
"E02002684",354
"E02002685",324
"E02002686",348
"E02002687",299
"E02002688",210
"E02002689",222
"E02002691",341
"E02002692",446
"E02002693",271
"E02002694",650
"E02002695",493
"E02002696",218
"E02002697",296
"E02002698",375
"E02002699",417
"E02002700",236
"E02002701",268
"E02002702",415
"E02002703",424
"E02002704",350
"E02002705",398
"E02002706",485
"E02002707",592
"E02002708",336
"E02002709",279
"E02002710",475
"E02002711",470
"E02002712",515
"E02002714",380
"E02002715",789
"E02002716",481
"E02002717",627
"E02002718",370
"E02002719",538
"E02002720",523
"E02002721",318
"E02002722",444
"E02002723",494
"E02002724",564
"E02002725",379
"E02002726",354
"E02002727",217
"E02002728",439
"E02002729",336
"E02002730",286
"E02002731",279
"E02002732",375
"E02002733",317
"E02002734",395
"E02002735",260
"E02002736",246
"E02002737",493
"E02002738",368
"E02002739",261
"E02002740",321
"E02002741",515
"E02002742",299
"E02002743",272
"E02002744",420
"E02002745",339
"E02002746",602
"E02002747",537
"E02002748",488
"E02002749",618
"E02002750",230
"E02002751",292
"E02002752",264
"E02002753",481
"E02002754",536
"E02002755",537
"E02002756",607
"E02002757",487
"E02002758",318
"E02002759",405
"E02002760",313
"E02002761",273
"E02002762",405
"E02002763",492
"E02002764",252
"E02002765",336
"E02002766",580
"E02002767",396
"E02002768",367
"E02002769",245
"E02002770",321
"E02002771",389
"E02002772",347
"E02002773",289
"E02002774",327
"E02002775",251
"E02002776",361
"E02002777",635
"E02002778",457
"E02002779",474
"E02002780",481
"E02002781",598
"E02002782",312
"E02002783",633
"E02002784",573
"E02002785",472
"E02002786",692
"E02002787",504
"E02002788",416
"E02002789",678
"E02002790",700
"E02002791",291
"E02002792",392
"E02002793",675
"E02002794",1097
"E02002795",374
"E02002796",267
"E02002797",350
"E02002798",663
"E02002799",483
"E02002800",430
"E02002801",479
"E02002802",585
"E02002803",505
"E02002804",652
"E02002805",246
"E02002806",462
"E02002807",598
"E02002808",946
"E02002809",450
"E02002810",704
"E02002811",1094
"E02002812",825
"E02002813",1191
"E02002814",566
"E02002815",805
"E02002816",802
"E02002817",581
"E02002818",704
"E02002819",632
"E02002820",726
"E02002821",985
"E02002822",624
"E02002823",573
"E02002824",925
"E02002825",653
"E02002826",441
"E02002827",646
"E02002828",818
"E02002829",1281
"E02002830",1078
"E02002831",868
"E02002832",1280
"E02002833",1051
"E02002834",1231
"E02002835",1763
"E02002836",1202
"E02002837",1073
"E02002838",718
"E02002839",975
"E02002842",670
"E02002843",1740
"E02002844",1398
"E02002845",1216
"E02002846",594
"E02002847",1400
"E02002848",1332
"E02002849",1302
"E02002851",1083
"E02002852",644
"E02002853",1606
"E02002854",738
"E02002855",665
"E02002856",927
"E02002857",589
"E02002858",554
"E02002860",739
"E02002861",605
"E02002862",677
"E02002863",462
"E02002864",353
"E02002865",253
"E02002866",245
"E02002867",272
"E02002868",462
"E02002869",634
"E02002871",688
"E02002872",714
"E02002873",741
"E02002874",953
"E02002875",652
"E02002876",642
"E02002877",510
"E02002878",776
"E02002879",794
"E02002880",763
"E02002881",595
"E02002882",722
"E02002883",579
"E02002884",826
"E02002885",866
"E02002886",951
"E02002887",577
"E02002888",611
"E02002889",1912
"E02002890",1349
"E02002891",642
"E02002892",473
"E02002893",1612
"E02002894",521
"E02002895",1357
"E02002896",727
"E02002897",456
"E02002898",1545
"E02002899",1375
"E02002901",479
"E02002902",977
"E02002903",476
"E02002904",592
"E02002905",135
"E02002906",161
"E02002907",219
"E02002908",227
"E02002909",370
"E02002910",216
"E02002911",330
"E02002912",237
"E02002913",233
"E02002914",398
"E02002915",442
"E02002916",514
"E02002917",268
"E02002918",321
"E02002919",539
"E02002920",215
"E02002921",344
"E02002922",182
"E02002923",233
"E02002924",118
"E02002925",293
"E02002926",353
"E02002927",311
"E02002928",397
"E02002929",388
"E02002930",476
"E02002931",381
"E02002932",501
"E02002933",414
"E02002934",360
"E02002935",385
"E02002936",828
"E02002937",551
"E02002938",439
"E02002939",428
"E02002940",330
"E02002941",656
"E02002942",442
"E02002943",1097
"E02002944",458
"E02002945",470
"E02002946",451
"E02002947",337
"E02002948",376
"E02002949",286
"E02002950",258
"E02002951",615
"E02002952",617
"E02002953",520
"E02002954",521
"E02002955",662
"E02002956",716
"E02002957",623
"E02002958",637
"E02002959",766
"E02002960",394
"E02002961",615
"E02002962",551
"E02002963",497
"E02002964",705
"E02002965",774
"E02002966",723
"E02002967",844
"E02002968",918
"E02002969",686
"E02002970",624
"E02002971",380
"E02002972",442
"E02002973",692
"E02002974",416
"E02002975",509
"E02002976",413
"E02002977",404
"E02002978",539
"E02002979",664
"E02002980",417
"E02002981",591
"E02002982",547
"E02002983",328
"E02002984",443
"E02002985",351
"E02002986",303
"E02002987",239
"E02002988",133
"E02002989",194
"E02002990",207
"E02002991",420
"E02002992",210
"E02002993",272
"E02002994",260
"E02002995",238
"E02002996",881
"E02002997",443
"E02002998",300
"E02002999",194
"E02003000",339
"E02003001",187
"E02003002",195
"E02003003",218
"E02003004",395
"E02003005",205
"E02003006",346
"E02003007",451
"E02003008",212
"E02003009",237
"E02003010",233
"E02003011",249
"E02003012",741
"E02003013",902
"E02003014",603
"E02003015",369
"E02003016",521
"E02003017",272
"E02003018",368
"E02003019",712
"E02003020",288
"E02003021",527
"E02003022",196
"E02003023",464
"E02003024",780
"E02003025",496
"E02003026",763
"E02003027",848
"E02003028",475
"E02003029",426
"E02003030",608
"E02003031",640
"E02003032",541
"E02003033",668
"E02003034",964
"E02003036",661
"E02003037",641
"E02003038",398
"E02003039",574
"E02003040",622
"E02003041",390
"E02003043",1526
"E02003044",312
"E02003045",441
"E02003046",505
"E02003047",530
"E02003048",332
"E02003049",395
"E02003050",588
"E02003051",377
"E02003052",408
"E02003053",457
"E02003054",534
"E02003055",571
"E02003056",537
"E02003057",520
"E02003058",746
"E02003059",425
"E02003060",747
"E02003061",429
"E02003062",418
"E02003063",459
"E02003064",467
"E02003065",333
"E02003066",171
"E02003067",266
"E02003068",238
"E02003069",163
"E02003070",536
"E02003071",303
"E02003072",267
"E02003073",221
"E02003074",289
"E02003075",164
"E02003076",300
"E02003077",256
"E02003078",328
"E02003079",488
"E02003080",453
"E02003081",466
"E02003082",737
"E02003084",691
"E02003085",442
"E02003086",432
"E02003087",489
"E02003088",269
"E02003089",381
"E02003090",353
"E02003091",240
"E02003092",282
"E02003093",230
"E02003094",397
"E02003095",388
"E02003096",273
"E02003097",193
"E02003098",644
"E02003099",384
"E02003100",966
"E02003101",634
"E02003102",318
"E02003103",284
"E02003104",322
"E02003105",305
"E02003106",1251
"E02003107",698
"E02003108",671
"E02003109",273
"E02003110",584
"E02003111",353
"E02003112",373
"E02003113",362
"E02003114",377
"E02003115",599
"E02003116",553
"E02003117",544
"E02003118",523
"E02003119",643
"E02003120",418
"E02003121",489
"E02003122",153
"E02003123",229
"E02003124",244
"E02003125",214
"E02003126",278
"E02003127",223
"E02003128",343
"E02003129",168
"E02003130",282
"E02003131",263
"E02003132",243
"E02003133",169
"E02003134",210
"E02003135",443
"E02003136",220
"E02003137",294
"E02003138",194
"E02003139",160
"E02003140",190
"E02003141",272
"E02003142",321
"E02003143",211
"E02003144",444
"E02003145",276
"E02003146",321
"E02003147",316
"E02003148",519
"E02003149",333
"E02003150",429
"E02003151",277
"E02003152",292
"E02003153",146
"E02003154",171
"E02003155",168
"E02003156",337
"E02003157",194
"E02003158",175
"E02003159",204
"E02003161",245
"E02003163",299
"E02003164",227
"E02003165",219
"E02003166",282
"E02003167",275
"E02003168",170
"E02003169",156
"E02003170",306
"E02003171",224
"E02003172",293
"E02003173",362
"E02003174",477
"E02003175",504
"E02003176",428
"E02003177",491
"E02003178",547
"E02003179",416
"E02003180",827
"E02003181",646
"E02003182",377
"E02003183",617
"E02003184",742
"E02003185",408
"E02003186",722
"E02003187",523
"E02003188",1162
"E02003189",494
"E02003190",902
"E02003191",367
"E02003192",1071
"E02003194",309
"E02003195",454
"E02003196",590
"E02003197",367
"E02003198",507
"E02003199",541
"E02003200",687
"E02003201",811
"E02003202",322
"E02003203",459
"E02003204",640
"E02003205",511
"E02003206",689
"E02003207",383
"E02003208",818
"E02003209",350
"E02003210",535
"E02003211",462
"E02003212",186
"E02003214",296
"E02003215",272
"E02003216",487
"E02003217",295
"E02003218",307
"E02003219",503
"E02003220",508
"E02003221",439
"E02003222",206
"E02003223",625
"E02003224",297
"E02003225",236
"E02003226",1002
"E02003227",356
"E02003228",471
"E02003229",226
"E02003230",557
"E02003231",488
"E02003232",395
"E02003233",399
"E02003234",444
"E02003235",386
"E02003236",582
"E02003237",281
"E02003238",323
"E02003239",454
"E02003240",290
"E02003241",334
"E02003242",544
"E02003243",800
"E02003244",740
"E02003245",659
"E02003246",1222
"E02003247",632
"E02003248",1299
"E02003249",1003
"E02003250",1189
"E02003251",716
"E02003252",914
"E02003253",639
"E02003254",389
"E02003255",813
"E02003257",623
"E02003258",695
"E02003259",466
"E02003260",649
"E02003261",551
"E02003262",1029
"E02003263",1179
"E02003264",985
"E02003265",496
"E02003266",872
"E02003267",1758
"E02003268",1279
"E02003269",725
"E02003270",859
"E02003271",671
"E02003272",1629
"E02003273",876
"E02003274",1375
"E02003275",1469
"E02003276",1015
"E02003277",1103
"E02003278",1125
"E02003279",713
"E02003280",816
"E02003281",712
"E02003282",930
"E02003283",929
"E02003284",924
"E02003285",1056
"E02003286",623
"E02003287",770
"E02003288",1187
"E02003289",773
"E02003290",965
"E02003291",903
"E02003292",922
"E02003293",1000
"E02003294",624
"E02003295",758
"E02003296",728
"E02003297",741
"E02003298",789
"E02003299",642
"E02003300",865
"E02003301",1306
"E02003302",990
"E02003303",920
"E02003304",991
"E02003305",644
"E02003307",1088
"E02003308",751
"E02003309",813
"E02003310",1398
"E02003311",1042
"E02003312",914
"E02003313",1576
"E02003314",596
"E02003315",498
"E02003316",1208
"E02003317",760
"E02003318",597
"E02003319",848
"E02003320",893
"E02003321",573
"E02003322",751
"E02003323",728
"E02003324",945
"E02003325",746
"E02003326",802
"E02003327",572
"E02003328",767
"E02003329",693
"E02003330",599
"E02003331",781
"E02003332",645
"E02003333",706
"E02003334",594
"E02003335",713
"E02003336",478
"E02003337",751
"E02003338",614
"E02003339",652
"E02003340",793
"E02003341",566
"E02003342",485
"E02003343",438
"E02003344",666
"E02003345",481
"E02003346",697
"E02003347",525
"E02003348",628
"E02003349",630
"E02003350",646
"E02003351",699
"E02003352",230
"E02003353",593
"E02003354",505
"E02003355",335
"E02003356",338
"E02003357",593
"E02003358",748
"E02003359",323
"E02003360",698
"E02003361",378
"E02003362",351
"E02003363",390
"E02003364",452
"E02003365",364
"E02003366",576
"E02003367",182
"E02003368",112
"E02003369",183
"E02003370",270
"E02003371",254
"E02003372",452
"E02003373",261
"E02003374",273
"E02003375",274
"E02003376",183
"E02003377",376
"E02003378",274
"E02003379",278
"E02003380",297
"E02003381",226
"E02003382",322
"E02003383",285
"E02003384",178
"E02003385",410
"E02003386",303
"E02003387",290
"E02003388",285
"E02003389",371
"E02003390",250
"E02003391",273
"E02003392",431
"E02003393",457
"E02003394",630
"E02003395",790
"E02003396",709
"E02003397",523
"E02003398",777
"E02003399",830
"E02003400",545
"E02003401",687
"E02003402",726
"E02003403",704
"E02003404",512
"E02003405",995
"E02003406",588
"E02003407",1029
"E02003408",1173
"E02003409",817
"E02003410",1368
"E02003411",1450
"E02003412",918
"E02003413",1724
"E02003414",1278
"E02003415",1271
"E02003416",890
"E02003417",1197
"E02003418",1094
"E02003419",803
"E02003420",606
"E02003421",263
"E02003422",546
"E02003423",469
"E02003424",514
"E02003425",685
"E02003426",490
"E02003427",495
"E02003428",502
"E02003429",399
"E02003430",335
"E02003431",566
"E02003432",410
"E02003433",321
"E02003434",582
"E02003435",341
"E02003436",519
"E02003437",332
"E02003438",454
"E02003439",209
"E02003440",351
"E02003441",424
"E02003442",342
"E02003443",357
"E02003444",539
"E02003445",416
"E02003446",433
"E02003447",589
"E02003448",285
"E02003449",377
"E02003450",748
"E02003451",426
"E02003452",317
"E02003453",204
"E02003454",392
"E02003455",476
"E02003456",366
"E02003457",311
"E02003458",380
"E02003459",388
"E02003460",538
"E02003461",556
"E02003462",534
"E02003463",447
"E02003464",557
"E02003465",469
"E02003466",530
"E02003467",630
"E02003468",463
"E02003469",376
"E02003470",504
"E02003471",531
"E02003472",774
"E02003473",395
"E02003474",611
"E02003475",1760
"E02003476",753
"E02003477",1224
"E02003478",410
"E02003479",613
"E02003480",479
"E02003481",653
"E02003482",470
"E02003483",771
"E02003484",491
"E02003485",589
"E02003486",737
"E02003487",546
"E02003488",685
"E02003489",545
"E02003490",824
"E02003491",449
"E02003492",892
"E02003493",444
"E02003494",261
"E02003495",372
"E02003496",374
"E02003497",405
"E02003498",387
"E02003499",523
"E02003500",319
"E02003501",343
"E02003502",369
"E02003503",506
"E02003504",401
"E02003505",454
"E02003506",303
"E02003507",545
"E02003508",427
"E02003509",429
"E02003510",372
"E02003511",388
"E02003512",414
"E02003513",281
"E02003514",355
"E02003515",563
"E02003516",408
"E02003517",551
"E02003518",375
"E02003519",359
"E02003520",488
"E02003521",376
"E02003522",404
"E02003523",505
"E02003524",568
"E02003525",610
"E02003526",419
"E02003527",357
"E02003529",466
"E02003530",614
"E02003531",530
"E02003532",569
"E02003533",384
"E02003534",613
"E02003535",722
"E02003536",554
"E02003537",628
"E02003538",729
"E02003539",1285
